id,TZ_Region
26293,Dar es Salaam
44358,Kilimanjaro
64687,Kigoma
71489,Mara
61994,Arusha
42306,Rukwa
67453,Arusha
11581,Mtwara
14123,Kigoma
18266,Kagera
59263,Arusha
6387,Mbeya
28359,Tanga
17571,Singida
53558,Arusha
66967,Shinyanga
72238,Tanga
12207,Kilimanjaro
68495,Mwanza
19283,Iringa
38565,Mtwara
3522,Shinyanga
21927,Mbeya
60029,Mtwara
26851,Tanga
41968,Lindi
38379,Iringa
54983,Shinyanga
68333,Morogoro
65944,Pwani
5947,SONGWE
42347,Morogoro
67371,Mbeya
64048,Manyara
42733,Morogoro
4133,Mbeya
50124,Morogoro
69502,Pwani
45876,Mbeya
52402,Mbeya
24691,Iringa
67950,NJOMBE
19232,Kilimanjaro
65266,Manyara
48401,Iringa
53972,Ruvuma
59369,Morogoro
21737,Rukwa
13211,Singida
63864,Iringa
30174,NJOMBE
70930,Mtwara
36823,Tabora
63746,Mbeya
24331,Pwani
41174,GEITA
70070,Ruvuma
31332,Mbeya
11011,Pwani
12245,Morogoro
68493,Kilimanjaro
5946,Iringa
27334,Dodoma
60626,Singida
69018,Dar es Salaam
49196,Mbeya
26839,Ruvuma
58681,Mtwara
70584,Shinyanga
6758,SIMIYU
65476,Kigoma
63687,Pwani
49678,Ruvuma
57948,Pwani
42350,NJOMBE
4526,Pwani
51133,Tanga
70054,Tabora
48080,Singida
12552,Pwani
52707,SONGWE
68660,Mwanza
64257,Kigoma
46719,Rukwa
17219,Kilimanjaro
29658,Dodoma
14992,Arusha
56386,Mwanza
8757,Morogoro
13727,Mara
22928,Kilimanjaro
63748,Singida
42195,Dodoma
36067,Kigoma
54113,Singida
59405,NJOMBE
62511,Lindi
23315,Shinyanga
40509,Singida
45093,Dodoma
45889,Mwanza
71634,Tabora
15250,Rukwa
32245,Lindi
3777,Rukwa
71658,Tanga
48546,Mbeya
11957,Mbeya
49862,Arusha
38775,Shinyanga
66760,Tabora
61574,Mwanza
57395,Singida
21830,Mara
18225,NJOMBE
25165,Tanga
67199,Mwanza
22385,Tanga
4636,NJOMBE
35726,Pwani
6939,SIMIYU
31692,Pwani
47016,Morogoro
53147,Lindi
27776,Kagera
17242,Tanga
53218,Tanga
60433,Shinyanga
48033,Dodoma
58642,Lindi
7420,Lindi
11811,Rukwa
54548,Kilimanjaro
54848,Dar es Salaam
32336,Pwani
26535,Ruvuma
71856,Kilimanjaro
53518,Kigoma
11087,NJOMBE
14701,Kilimanjaro
11447,Lindi
23819,Pwani
27069,Kilimanjaro
21064,Pwani
36711,Mbeya
37750,Dodoma
47102,Pwani
13734,Morogoro
50708,Kilimanjaro
38763,Dodoma
38220,Kigoma
5060,Kigoma
29153,Lindi
53985,Tabora
6519,Kilimanjaro
47117,Ruvuma
20625,SIMIYU
46110,Lindi
72474,Morogoro
623,Lindi
27561,Ruvuma
52067,Arusha
6757,Morogoro
54596,Shinyanga
67545,Mwanza
51355,Tabora
28846,Tanga
13685,Morogoro
7863,SONGWE
55543,Kilimanjaro
63908,NJOMBE
23407,Tanga
57452,Ruvuma
42339,NJOMBE
42491,Arusha
27128,SIMIYU
28741,Iringa
7936,Kagera
40427,Mtwara
64144,Pwani
15188,Shinyanga
25220,Kigoma
59031,Pwani
69979,Kagera
25199,SIMIYU
70644,Ruvuma
7841,Singida
32699,Shinyanga
25339,Dodoma
53106,Dodoma
39953,GEITA
22679,Mbeya
32012,Mara
35007,Tanga
19409,SIMIYU
54670,Morogoro
36702,NJOMBE
57293,Shinyanga
50001,Mara
6002,Dar es Salaam
46231,Arusha
10342,NJOMBE
54599,SIMIYU
26302,Ruvuma
24052,Kagera
11362,SIMIYU
4554,Morogoro
3873,Pwani
1856,Tanga
19574,Ruvuma
3843,Mara
71216,GEITA
42487,Kilimanjaro
19869,Kilimanjaro
71891,Shinyanga
5875,Lindi
63423,Kilimanjaro
38537,SIMIYU
880,Morogoro
28306,Ruvuma
69377,Shinyanga
492,Shinyanga
11641,SONGWE
69883,Kilimanjaro
8709,Kilimanjaro
8316,Mara
32164,NJOMBE
49888,Mtwara
17809,Morogoro
71837,SIMIYU
36267,SIMIYU
64333,Singida
39105,Mtwara
13866,Shinyanga
42943,Tabora
42959,Lindi
27736,Dodoma
68179,Kagera
19672,SONGWE
37322,Kilimanjaro
42431,NJOMBE
25766,Tabora
70897,Rukwa
61759,Mtwara
64031,Iringa
18488,Tanga
13501,Kilimanjaro
26856,Pwani
59448,Kagera
56471,Manyara
17287,SIMIYU
8080,Mtwara
27799,SIMIYU
35558,Mtwara
63978,Manyara
45566,Mtwara
61039,SIMIYU
71895,Mwanza
968,Arusha
3995,Morogoro
1604,Rukwa
53188,SIMIYU
5562,Morogoro
10976,Singida
18814,Morogoro
43732,Tanga
72282,Arusha
69101,Singida
25947,Kagera
43149,Morogoro
50383,Ruvuma
49431,Mtwara
45744,Mbeya
18848,Mwanza
711,Singida
6044,Dodoma
2940,Lindi
57305,Dodoma
58286,SIMIYU
66643,Dodoma
12756,Kilimanjaro
15545,Pwani
47221,Shinyanga
2414,Mara
11497,Mbeya
71236,Mara
26174,Tanga
14985,Arusha
41560,Shinyanga
26204,NJOMBE
21623,Iringa
37757,Kilimanjaro
59179,SIMIYU
1981,Dodoma
72237,Dar es Salaam
51820,Shinyanga
23732,Kagera
47193,Pwani
5464,Manyara
57085,Mwanza
59694,Ruvuma
56708,Morogoro
3091,Morogoro
37039,Arusha
13201,Kigoma
10527,Iringa
40666,Mara
47783,Mtwara
47756,Lindi
66682,Iringa
11388,Mwanza
1605,Morogoro
10065,Morogoro
72943,Dodoma
38507,NJOMBE
54163,Tanga
27790,Morogoro
37114,Tanga
70237,Lindi
47075,Morogoro
61558,Kilimanjaro
28921,Kagera
38293,Iringa
23288,NJOMBE
50641,Mwanza
1074,Dodoma
68641,Singida
40102,NJOMBE
51665,Ruvuma
13739,Mbeya
60171,Rukwa
18825,Arusha
7942,Kilimanjaro
60688,Tanga
9401,Tanga
58495,Shinyanga
41985,SIMIYU
17569,Dar es Salaam
14438,KATAVI
52390,Kagera
37241,Pwani
37507,Manyara
2829,GEITA
34664,Iringa
16672,Dodoma
4778,Mbeya
55567,Dar es Salaam
11871,Rukwa
27571,Morogoro
13555,Tanga
23465,Mtwara
28822,Tabora
50898,Mwanza
53006,Morogoro
56631,Dar es Salaam
46988,Iringa
4672,Kagera
35778,Tanga
70424,Kagera
58389,Mtwara
11695,KATAVI
37915,Mwanza
65995,Mtwara
8988,Morogoro
12598,Manyara
34130,Kilimanjaro
28032,Pwani
72055,Tanga
14727,Kilimanjaro
7784,Kagera
44120,Tanga
6424,Iringa
146,Iringa
56277,Morogoro
60410,Kagera
61169,Kigoma
22244,Kagera
61060,Pwani
33006,Kilimanjaro
6988,Kilimanjaro
23156,Morogoro
54772,Pwani
19362,Shinyanga
60535,Morogoro
54055,Shinyanga
6171,NJOMBE
48519,Mtwara
33946,Singida
68894,Tanga
36606,Tabora
72553,SIMIYU
13987,Lindi
20639,Dodoma
21896,Morogoro
25354,Pwani
24752,Kilimanjaro
7691,Arusha
61992,Ruvuma
19080,Rukwa
34305,Shinyanga
36513,Ruvuma
41986,Kilimanjaro
36255,Manyara
28016,KATAVI
55033,Morogoro
18928,Kagera
44976,Tabora
7296,NJOMBE
10085,SIMIYU
15643,Morogoro
1817,Arusha
15975,Mtwara
22396,Kagera
2547,Morogoro
24638,Kigoma
47697,Tabora
25000,Mara
52461,Ruvuma
49160,Mbeya
42590,Singida
65061,Mwanza
25243,Pwani
30320,Iringa
69136,Shinyanga
28993,NJOMBE
25367,Mbeya
53109,Kagera
18169,Pwani
18729,Tanga
40750,Tanga
16363,Mbeya
22402,NJOMBE
52686,Mwanza
50841,NJOMBE
12656,Ruvuma
21315,Arusha
32543,SIMIYU
73274,Mara
20697,Mwanza
5009,Kilimanjaro
19781,Manyara
56226,Tanga
69168,Kilimanjaro
26962,Shinyanga
43964,NJOMBE
72849,Lindi
15974,Pwani
5071,Morogoro
44480,Manyara
54327,Tanga
55560,Mbeya
5563,Kagera
44490,Shinyanga
4379,Shinyanga
58526,Tanga
41227,NJOMBE
9069,Ruvuma
32952,SIMIYU
42342,Mwanza
5455,Rukwa
39280,Tanga
43079,Mbeya
46510,Mwanza
17088,Dodoma
61476,Mtwara
44578,Ruvuma
46507,Pwani
38201,Mbeya
15306,KILIMANJARO
20347,Arusha
72772,Kagera
52991,Shinyanga
68844,Iringa
16923,Morogoro
22283,Kigoma
54056,Kilimanjaro
3968,Tanga
33094,Mbeya
20020,Morogoro
25712,Mara
30261,Arusha
38474,Kagera
36914,SIMIYU
21383,Ruvuma
45754,Mara
61131,NJOMBE
11961,Dodoma
59071,Kigoma
458,Arusha
1678,SIMIYU
32502,Arusha
14763,Dodoma
41826,Mbeya
17360,Kigoma
62435,Mbeya
60873,Morogoro
61750,Pwani
47384,Kigoma
11570,Tabora
5769,Ruvuma
41064,Shinyanga
73337,Mara
2296,Mbeya
30758,Ruvuma
11249,Iringa
8975,Shinyanga
15697,Singida
55516,Mbeya
68770,Pwani
34340,SONGWE
73545,Dodoma
21946,Morogoro
20011,NJOMBE
12096,Morogoro
52980,Mtwara
41433,Tanga
21810,Shinyanga
8064,Singida
72386,GEITA
6948,Manyara
61190,Kilimanjaro
29182,Mbeya
5277,Mwanza
21792,Pwani
34375,Tanga
26402,Shinyanga
65213,Dodoma
34298,Kilimanjaro
72359,Rukwa
19234,Kagera
1408,Kigoma
60705,Kilimanjaro
19262,Kilimanjaro
61177,SIMIYU
15666,Lindi
11352,GEITA
19595,Pwani
2523,Dar es Salaam
51714,NJOMBE
47206,Ruvuma
46752,Rukwa
54871,Dar es Salaam
30036,Morogoro
24034,Iringa
7334,Kilimanjaro
70461,Iringa
74188,Singida
52643,Tabora
30990,Mara
20637,Mbeya
52547,Mbeya
15529,SIMIYU
48505,Kagera
5968,NJOMBE
17278,Lindi
55164,Kilimanjaro
21952,Kilimanjaro
30140,Pwani
23296,Morogoro
59327,Iringa
34823,Ruvuma
13244,KATAVI
14675,Arusha
36360,Manyara
59257,Manyara
68473,Dar es Salaam
6592,Mtwara
39088,Dar es Salaam
15044,Tabora
45312,Morogoro
25635,Morogoro
3246,Mwanza
72352,Arusha
2427,Tanga
15178,Iringa
32145,Kagera
38563,SIMIYU
57980,Morogoro
58115,Rukwa
6905,Dodoma
38261,Ruvuma
46317,Kagera
47744,Lindi
4674,Iringa
7464,Tanga
54386,Morogoro
58753,Rukwa
8734,NJOMBE
20205,Lindi
57641,Kigoma
3215,Pwani
20872,Kagera
34554,SONGWE
9793,Morogoro
43016,Dodoma
4435,Tanga
32760,Kilimanjaro
11879,Iringa
10835,Kigoma
24198,Mwanza
14783,Kilimanjaro
49627,Mwanza
16898,Tabora
18730,Mbeya
51370,Kigoma
42001,Mwanza
45954,Kagera
4072,Kagera
25132,Iringa
37522,Kigoma
9850,Mwanza
11736,NJOMBE
72024,Manyara
34272,Singida
27733,SIMIYU
19274,Mwanza
44507,Dodoma
70026,Kagera
21745,Mbeya
47134,GEITA
47471,Ruvuma
33789,Kagera
48621,NJOMBE
68054,Tabora
50879,Kagera
60376,Mbeya
27378,Lindi
42383,Tanga
74085,Kilimanjaro
55074,Manyara
46138,Mwanza
27695,Iringa
30098,Singida
25576,Shinyanga
10479,Kilimanjaro
59522,Kigoma
57162,Lindi
17413,Mwanza
2080,Shinyanga
64577,Dodoma
28942,Lindi
8686,Morogoro
9182,Shinyanga
20207,Kigoma
16679,Pwani
11991,Singida
2484,Tanga
58277,Manyara
51371,Kagera
32063,Mbeya
69226,Kagera
47870,Kigoma
3634,Tanga
7061,Mtwara
46652,Tabora
59430,Kagera
3948,Shinyanga
21067,NJOMBE
31713,Morogoro
19346,GEITA
1775,SONGWE
25178,Mwanza
30241,Iringa
31034,Kilimanjaro
33553,Kagera
53697,SIMIYU
13285,Shinyanga
38383,Ruvuma
19061,Shinyanga
32551,NJOMBE
21065,Tabora
62237,Kilimanjaro
29950,Pwani
64684,Singida
6081,NJOMBE
3640,Arusha
69862,LINDI
14082,Mara
71302,Shinyanga
11549,Lindi
5116,Mwanza
66603,Pwani
20685,Kigoma
44654,Shinyanga
65214,Mbeya
19542,Mwanza
20122,Mtwara
15760,Mwanza
69542,GEITA
8263,Kilimanjaro
66753,Kilimanjaro
64690,Mara
48178,Mara
55522,Pwani
38157,Tanga
44506,Pwani
57174,Tanga
46378,Kilimanjaro
58390,Mbeya
25232,Arusha
57258,NJOMBE
20382,Pwani
26220,Rukwa
89,Dodoma
16438,Kilimanjaro
11416,SIMIYU
7221,Ruvuma
20028,NJOMBE
59420,Tanga
32185,Mbeya
9770,Ruvuma
45510,Rukwa
14924,Mtwara
52979,Tanga
5291,SIMIYU
46549,Tabora
45439,SONGWE
69379,Mwanza
30775,Mara
40847,Ruvuma
26627,Tabora
66498,Kigoma
8465,Mara
782,Rukwa
62372,Kagera
18829,Mbeya
67735,Morogoro
28909,Iringa
44269,Kilimanjaro
5415,GEITA
5759,Arusha
22936,Arusha
66423,Lindi
38140,Dodoma
60313,Mtwara
10242,Arusha
46865,KATAVI
5589,SIMIYU
21141,Tanga
32361,Ruvuma
25692,Mbeya
30213,Mwanza
34176,Mwanza
18875,Kilimanjaro
19102,Mbeya
51699,Shinyanga
63993,Ruvuma
53761,GEITA
73367,GEITA
50957,SIMIYU
23014,Mwanza
66976,Manyara
52436,SIMIYU
33848,Kagera
73056,Kigoma
3402,Manyara
65763,Singida
33725,Lindi
66518,Kilimanjaro
13536,Kilimanjaro
29378,Dodoma
27291,Shinyanga
59249,GEITA
4841,Manyara
14102,NJOMBE
37723,Mbeya
20279,Rukwa
16855,Mbeya
30106,NJOMBE
48019,Mtwara
48536,Morogoro
37967,Mtwara
3236,Kilimanjaro
55345,Arusha
10355,Singida
41454,Kilimanjaro
1741,Kagera
63429,Mara
42642,Manyara
65474,Kilimanjaro
9937,Morogoro
4821,NJOMBE
18787,Iringa
57556,Arusha
57950,Manyara
40320,NJOMBE
59704,Kilimanjaro
19257,Kilimanjaro
25248,SIMIYU
41336,SIMIYU
20182,Rukwa
52629,Mara
7897,Mtwara
71021,Iringa
31727,Tanga
37557,Singida
36547,Tanga
53864,Singida
7229,Kigoma
13315,Singida
10465,Mwanza
32508,Morogoro
24543,Arusha
11916,NJOMBE
23866,Pwani
11191,Kigoma
17596,Pwani
19273,Mtwara
43652,KATAVI
68467,Arusha
48901,Tanga
64046,Morogoro
33622,Mbeya
68432,Ruvuma
62247,Mwanza
50443,Kilimanjaro
74236,Dodoma
1347,Kagera
55447,Mwanza
16362,Mwanza
19344,Mbeya
4295,Arusha
22881,Pwani
11010,Iringa
43140,Kilimanjaro
49775,Kagera
34482,Tanga
72330,Rukwa
13625,Kigoma
5309,Tanga
40563,SIMIYU
50709,SIMIYU
2834,Mbeya
30624,Morogoro
55188,Lindi
67538,Singida
61508,Morogoro
39621,Mtwara
12268,Shinyanga
55253,Ruvuma
58598,KATAVI
17659,Tanga
54610,Arusha
57454,Kagera
60348,Morogoro
42980,Tabora
66722,SIMIYU
71813,Rukwa
44200,Dodoma
57826,Kilimanjaro
9521,Mara
63061,Dodoma
12240,Kilimanjaro
7440,Kilimanjaro
63483,Shinyanga
21939,Iringa
36280,Arusha
6354,Dar es Salaam
46823,Shinyanga
5250,Tabora
72255,Mara
2004,Iringa
2628,Arusha
66328,NJOMBE
11943,Kigoma
44469,Morogoro
67908,Mwanza
28644,Kagera
35405,Kigoma
26072,Mara
12040,Kilimanjaro
73528,NJOMBE
55925,SONGWE
16166,Kigoma
5813,Kagera
7866,Morogoro
54862,NJOMBE
48436,Singida
2756,NJOMBE
44054,Kilimanjaro
40419,Manyara
26897,Mtwara
8126,Pwani
42971,Ruvuma
66050,Mbeya
29501,Ruvuma
37269,Rukwa
45875,Manyara
51595,Mtwara
8814,SONGWE
30978,Mtwara
27909,Dodoma
29078,Kigoma
9452,Shinyanga
56080,Morogoro
18193,Dodoma
74098,Mtwara
50311,KATAVI
46277,Arusha
43431,Kagera
60272,Kilimanjaro
59728,Kilimanjaro
36888,Mwanza
39005,Ruvuma
46499,Lindi
14652,Kilimanjaro
40154,Dodoma
26599,Arusha
43011,Morogoro
43623,Ruvuma
25096,SONGWE
52622,Morogoro
24803,Kigoma
12449,Tanga
51193,Dodoma
63936,Lindi
41724,Singida
17939,Kagera
19026,Manyara
61342,Singida
70420,Kagera
32528,GEITA
26603,Manyara
31672,Arusha
7856,Mwanza
59436,Kagera
58058,KATAVI
72595,Mtwara
32983,Manyara
49240,Mara
66996,Mbeya
54975,Ruvuma
7302,Ruvuma
3348,Kagera
65041,Tanga
35761,Rukwa
19244,Singida
5163,Dar es Salaam
24425,Tabora
53230,Pwani
36453,Tabora
31808,Mwanza
50581,SONGWE
55387,SIMIYU
404,Mtwara
26032,NJOMBE
18382,KILIMANJARO
70718,Mbeya
22677,Mbeya
69253,Kagera
70361,Dar es Salaam
55650,SIMIYU
66859,Singida
36603,Arusha
58473,Manyara
69847,Kagera
21267,Kagera
27607,Morogoro
59507,Ruvuma
19091,GEITA
53537,GEITA
2744,Kilimanjaro
6337,NJOMBE
52478,Kilimanjaro
32103,Mbeya
58963,Pwani
35230,Shinyanga
12928,Kilimanjaro
56501,Morogoro
51609,Arusha
2711,Kagera
71889,Mtwara
1927,Ruvuma
36380,Kilimanjaro
69356,Singida
53371,GEITA
64719,Kilimanjaro
43725,Dodoma
23962,Mwanza
30010,Pwani
53410,Kagera
39444,Morogoro
12696,NJOMBE
61141,Pwani
61217,Mbeya
17795,Kilimanjaro
38936,NJOMBE
21685,Morogoro
8575,Lindi
43501,Mwanza
73746,Kilimanjaro
31106,NJOMBE
41574,Kilimanjaro
12811,Kilimanjaro
6011,Mara
50675,KATAVI
54036,Kagera
2091,Tabora
38619,Morogoro
69773,SIMIYU
14437,Shinyanga
30131,Pwani
66113,Rukwa
33224,Kagera
6854,Arusha
55077,Kagera
54,Mara
40354,Kilimanjaro
26185,Mbeya
1737,NJOMBE
60194,Tanga
66346,Iringa
6711,Singida
62749,Dodoma
8241,Kigoma
50713,Manyara
19318,Tanga
43831,Mwanza
2289,Mbeya
15846,Dar es Salaam
34312,Dodoma
58337,Singida
34162,Shinyanga
59560,Iringa
13831,Arusha
30401,NJOMBE
27028,Tanga
55838,Mbeya
71800,Kagera
42774,Kilimanjaro
15048,Kilimanjaro
162,Rukwa
1073,Dodoma
12089,Arusha
12538,Kigoma
31636,SIMIYU
33153,Ruvuma
549,Mara
19015,Kilimanjaro
4392,Singida
29192,Morogoro
63271,Mbeya
54980,GEITA
30026,Manyara
63769,Lindi
11198,Mtwara
56074,GEITA
46656,Arusha
27049,Arusha
56939,Morogoro
5644,Arusha
24302,Mbeya
